time, temp
0.0858778625954244, 91.15118919941959
4.093511450381676, 88.9153681155763
8.101145038167928, 87.17541480032804
12.108778625954187, 85.7660399974765
15.9732824427481, 84.35682291338085
20.12404580152672, 82.94729039177338
24.131679389312964, 81.620560217021
27.996183206106863, 80.3766323891237
32.00381679389311, 79.1325468424705
36.01145038167938, 77.88846129581728
40.162213740458, 76.72686265850734
44.0267175572519, 75.56557945870922
48.17748091603053, 74.48662544949845
52.18511450381679, 73.32518453094441
56.04961832061069, 72.24654595924545
60.05725190839692, 71.1677496687906
64.06488549618318, 70.25424263453408
68.07251908396947, 69.2580909721784
72.22328244274807, 68.2617815910668
76.087786259542, 67.3484322755662
80.09541984732824, 66.43492524130968
84.10305343511449, 65.52141820705316
88.11068702290073, 64.60791117279666
92.11832061068701, 63.77704876663932
96.12595419847325, 62.946186360481974
100.13358778625955, 62.03267932622546
104.14122137404577, 61.28446154816729
108.14885496183204, 60.536243770109124
112.15648854961832, 59.78802599205096
116.16412213740456, 59.12245284209197
120.17175572519083, 58.3742350640338
124.17938931297708, 57.626017285975635
128.1870229007634, 56.96044413601664
132.19465648854958, 56.29487098605766
136.20229007633583, 55.54665320799948
140.2099236641222, 54.96372468613966
144.21755725190837, 54.380796164279836
148.22519083969468, 53.71522301432085
152.23282442748092, 53.13229449246103
156.24045801526722, 52.54936597060121
160.24809160305352, 51.96643744874138
164.2557251908397, 51.46615355498074
168.26335877862596, 50.88322503312092
172.27099236641226, 50.38294113936028
176.2786259541985, 49.88265724559963
180.28625954198475, 49.38237335183898
184.293893129771, 48.88208945807834
188.3015267175573, 48.381805564317695
192.30916030534348, 47.96416629865622
196.31679389312973, 47.46388240489558
200.32442748091603, 47.046243139234114
204.33206106870227, 46.62860387357263
208.33969465648852, 46.21096460791116
212.34732824427482, 45.79332534224969
216.35496183206106, 45.37568607658821
220.3625954198473, 44.958046810926746
